2	1	1	59.458	69.2724	0.858321
2	2	0.5	55.964	64.9694	0.86139
2	2	0.6	55.9659	64.3707	0.869431
2	2	0.7	55.9714	63.6059	0.879971
2	2	0.8	55.9827	62.8173	0.8912
2	2	0.9	56.0037	62.0192	0.903006
2	2	1	56.0338	61.3388	0.913514
2	3	0.4	22.2551	532.975	0.0417564
2	3	0.5	37.6524	118.52	0.317688
2	3	0.6	50.0938	67.1326	0.746192
2	3	0.7	54.3713	59.1582	0.919083
2	3	0.8	55.6804	57.7637	0.963934
2	3	0.9	55.7952	56.4711	0.988031
2	3	1	56.0778	55.8726	1.00367
3	1	1	60.1105	69.2724	0.867741
3	2	0.5	57.6525	57.5135	1.00242
3	2	0.6	57.6528	57.5086	1.00251
3	2	0.7	57.6538	57.5039	1.00261
3	2	0.8	57.6558	57.5008	1.0027
3	2	0.9	57.6567	57.4977	1.00277
3	2	1	57.6567	57.4954	1.00281
3	3	0.4	38.4406	253.001	0.151939
3	3	0.5	49.7914	81.6971	0.609464
3	3	0.6	53.9413	60.5047	0.891522
3	3	0.7	55.5799	55.9145	0.994016
3	3	0.8	56.2032	54.9953	1.02196
2	1	1	59.458	69.2724	0.858321
2	2	0.5	55.964	64.9694	0.86139
2	2	0.6	55.9659	64.3707	0.869431
2	2	0.7	55.9714	63.6059	0.879971
2	2	0.8	55.9827	62.8173	0.8912
2	2	0.9	56.0037	62.0192	0.903006
2	2	1	56.0338	61.3388	0.913514
2	3	0.4	22.2551	532.975	0.0417564
2	3	0.5	37.6524	118.52	0.317688
2	3	0.6	50.0938	67.1326	0.746192
2	3	0.7	54.3713	59.1582	0.919083
2	3	0.8	55.6804	57.7637	0.963934
2	3	0.9	55.7952	56.4711	0.988031
2	3	1	56.0778	55.8726	1.00367
3	1	1	60.1105	69.2724	0.867741
3	2	0.5	57.6525	57.5135	1.00242
3	2	0.6	57.6528	57.5086	1.00251
3	2	0.7	57.6538	57.5039	1.00261
3	2	0.8	57.6558	57.5008	1.0027
3	2	0.9	57.6567	57.4977	1.00277
3	2	1	57.6567	57.4954	1.00281
3	3	0.4	38.4406	253.001	0.151939
3	3	0.5	49.7914	81.6971	0.609464
3	3	0.6	53.9413	60.5047	0.891522
3	3	0.7	55.5799	55.9145	0.994016
3	3	0.8	56.2032	54.9953	1.02196
3	3	0.9	56.2319	54.9785	1.0228
3	3	1	56.3422	54.9342	1.02563
3	4	0.3	24.3113	479.366	0.0507155
3	4	0.4	43.8075	72.8971	0.60095
3	4	0.5	53.2879	63.3341	0.841379
3	4	0.6	55.2517	57.1509	0.966768
3	4	0.7	55.6626	54.9342	1.01326
3	4	0.8	56.1838	53.8728	1.0429
3	4	0.9	56.3952	53.674	1.0507
3	4	1	56.4684	53.6796	1.05195
3	5	0.2	7.38468	8.40587e+08	8.78515e-09
3	5	0.3	27.6064	169.131	0.163225
3	5	0.4	43.6381	70.2178	0.621467
3	5	0.5	51.974	56.6637	0.917236
3	5	0.6	55.3848	55.1039	1.0051
3	5	0.7	55.8743	54.0504	1.03375
3	5	0.8	56.0975	53.4147	1.05022
3	5	0.9	56.4123	53.1735	1.06091
3	5	1	56.5181	53.155	1.06327
4	1	1	55.2655	69.2724	0.797799
4	2	0.5	54.4473	57.4879	0.947109
4	2	0.6	54.4476	57.4863	0.94714
4	2	0.7	54.4482	57.4846	0.94718
4	2	0.8	54.449	57.4841	0.947201
4	2	0.9	54.4506	57.4852	0.947211
4	2	1	54.451	57.4864	0.947197
4	3	0.4	32.4511	288.905	0.112325
4	3	0.5	46.0209	96.145	0.478661
4	3	0.6	54.2467	54.6279	0.993022
4	3	0.7	54.2458	54.6239	0.993078
4	3	0.8	54.2413	54.6555	0.992421
4	3	0.9	54.288	54.5187	0.995767
4	3	1	54.309	54.5243	0.996051
4	4	0.3	31.1711	333.728	0.0934027
4	4	0.4	47.207	72.5533	0.650652
4	4	0.5	52.9983	54.5098	0.972271
4	4	0.6	53.2127	54.1803	0.98214
4	4	0.7	53.7665	53.6289	1.00257
4	4	0.8	53.704	53.7062	0.999958
4	4	0.9	53.9447	53.5017	1.00828
4	4	1	54.0161	53.4549	1.0105
4	5	0.2	10.4905	6.39339e+08	1.64083e-08
4	5	0.3	37.4417	104.203	0.359316
4	5	0.4	50.2237	64.4517	0.779245
4	5	0.5	52.923	55.8893	0.946924
4	5	0.6	53.5076	53.1409	1.0069
4	5	0.7	53.8282	52.9737	1.01613
4	5	0.8	53.9821	52.9641	1.01922
4	5	0.9	53.9831	52.9461	1.01959
4	5	1	54.0435	52.9336	1.02097
4	6	0.2	16.818	1694.85	0.00992302
4	6	0.3	42.3047	101.451	0.416996
4	6	0.4	51.9873	55.2013	0.941777
4	6	0.5	53.3114	53.477	0.996904
4	6	0.6	53.5832	52.9386	1.01218
4	6	0.7	53.7006	52.7817	1.01741
4	6	0.8	54.0002	52.6825	1.02501
4	6	0.9	53.9606	52.7024	1.02388
4	6	1	54.0492	52.6728	1.02613
5	1	1	69.2724	69.2724	1
5	2	0.5	53.9634	57.5163	0.938228
5	2	0.6	53.9636	57.5189	0.938188
5	2	0.7	53.9634	57.5184	0.938194
5	2	0.8	53.9635	57.5204	0.938162
5	2	0.9	53.9635	57.5227	0.938126
5	2	1	53.9637	57.526	0.938075
5	3	0.4	53.8512	54.4778	0.988499
5	3	0.5	53.8523	54.4729	0.988606
5	3	0.6	53.8551	54.4689	0.988732
5	3	0.7	53.8658	54.4729	0.988855
5	3	0.8	53.8814	54.4899	0.988833
5	3	0.9	53.8797	54.4864	0.988864
5	3	1	53.8897	54.4984	0.988832
5	4	0.3	34.9334	332.447	0.10508
5	4	0.4	49.4864	72.6001	0.681631
5	4	0.5	53.4755	53.8434	0.993167
5	4	0.6	53.4107	54.0967	0.987319
5	4	0.7	53.7514	53.403	1.00652
5	4	0.8	53.7692	53.3618	1.00764
5	4	0.9	53.8065	53.3602	1.00836
5	4	1	53.8103	53.3639	1.00837
5	5	0.2	15.3351	4.70403e+08	3.25998e-08
5	5	0.3	42.6137	79.8437	0.533714
5	5	0.4	52.7618	56.7253	0.930129
5	5	0.5	53.1544	53.573	0.992185
5	5	0.6	53.2836	53.2384	1.00085
5	5	0.7	53.5308	52.9626	1.01073
5	5	0.8	53.6945	52.8759	1.01548
5	5	0.9	53.6863	52.8544	1.01574
5	5	1	53.7576	52.8505	1.01716
5	6	0.2	20.9518	481.955	0.0434725
5	6	0.3	48.9406	66.2291	0.738959
5	6	0.4	52.4127	54.2295	0.966498
5	6	0.5	53.0649	53.0483	1.00031
5	6	0.6	53.4593	52.6798	1.0148
5	6	0.7	53.5267	52.692	1.01584
5	6	0.8	53.6515	52.6068	1.01986
5	6	0.9	53.6994	52.5924	1.02105
5	6	1	53.7143	52.5837	1.0215
5	7	0.2	22.0105	256.142	0.0859309
5	7	0.3	44.8875	89.5961	0.500998
5	7	0.4	52.6709	54.001	0.975371
5	7	0.5	53.3698	52.5597	1.01541
5	7	0.6	53.3777	52.5666	1.01543
5	7	0.7	53.5428	52.5196	1.01948
5	7	0.8	53.6397	52.4542	1.0226
5	7	0.9	53.7162	52.4374	1.02439
5	7	1	53.7181	52.429	1.02459
5	8	0.2	27.3248	143.719	0.190126
5	8	0.3	47.7963	71.5973	0.667572
5	8	0.4	52.8181	53.0722	0.995212
5	8	0.5	53.285	52.5062	1.01483
5	8	0.6	53.4175	52.4475	1.01849
5	8	0.7	53.5535	52.4044	1.02193
5	8	0.8	53.6206	52.3556	1.02416
5	8	0.9	53.7196	52.3384	1.02639
5	8	1	53.7193	52.3283	1.02658
6	1	1	57.1753	69.2724	0.825369
6	2	0.5	53.0719	57.5967	0.92144
6	2	0.6	53.0721	57.6011	0.921372
6	2	0.7	53.0721	57.6021	0.921358
6	2	0.8	53.0721	57.6053	0.921306
6	2	0.9	53.0722	57.6102	0.92123
6	2	1	53.0724	57.614	0.921171
6	3	0.4	53.0133	54.4923	0.972858
6	3	0.5	53.0142	54.4933	0.972857
6	3	0.6	53.0163	54.4964	0.97284
6	3	0.7	53.0235	54.5093	0.972742
6	3	0.8	53.0331	54.5274	0.972594
